Narration,TransactionType
"PURCHASE BONDS Security nr. 37526015 | 6% Notes SOFTBANK GROUP CORP | Interest rate: 6.000000% | Nominal amount: 2,600,000.00 | Maturity: 31.12.2050",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9963343 | 4.63% JB JPY DCI VS USD-110.6 | Interest rate: 4.630000% | Nominal amount: 400,000,000.00 | Maturity: 22.08.2017",SpotFxIn
CAP/4.63% JB JPY DCI VS USD-110.6,Distribution
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr.: 36967957 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 18.270000% | Nominal amount: 500,00.00 | Maturity: 20.11.2017",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9963343 | 4.63% JB JPY DCI VS USD-110.6 | Interest rate: 4.630000% | Nominal amount: 400,000,000.00 | Maturity: 22.08.2017",SpotFxOut
ADVANCE REFUND Contract nr.: 402-0774526,LoanRepay
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9962548 | 6.42% JB USD DCI VS JPY-112.5 | Interest rate: 6.420000% | Nominal amount: 4,452,006.91 | Maturity: 21.08.2017",Distribution
"ADVANCE INTEREST Contract nr.: 402-0774526 | Interest rate: 2.050000% | Capital: 500,869.92 | Period: 11.08.2017-21.08.2017 | Days: 10.00 / 360.00",LoanCost
"PURCHASE STRUCTURED PRODUCTS Security nr. 9966638 | 1.81% JB USD DCI VS JYP-112.5 | Interest rate: 1.810000% | Nominal amount: 3,558,155.07 | Maturity: 14.09.2017",Purchase
FOREX  SPOT USD/JYP 11.1880,SpotFxOut
"ADVANCE INTEREST Contract nr.: 402-0774534 | Interest rate: 0.620000% | Capital: 500,262.64 | Period: 11.08.2017 - 21.08.2017 | Days: 10.00 / 360.00",LoanCost
"PURCHASE STRUCTURED PRODUCTS Security nr. 9966639 | 1.78% JB USD DCI VS JYP-112.5 | Interest rate: 1.780000% | Nominal amount: 2,658,718.29 | Maturity: 14.09.2017",Purchase
CAP/9.2% JB JPY DCI VS USD-110.5,Distribution
"ADVANCE INTEREST Contract nr.: 402-0763897 | Interest rate: 2.030000% | Capital: 868,650.68 | Period: 19.07.2017-21.08.2017 | Days: 33.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402-0763897,LoanRepay
ADVANCE OPENING Contract nr.: 402-0778774 | Interest rate: 2.080000% | Maturity: 18.09.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402-0763885 | Interest rate: 1.650000% | Capital: 1,000,000.00 | Period: 19.07.2017-21.08.2017 | Days: 33.00 / 365.00",LoanCost
ADVANCE REFUND Contract nr.: 402-0763885,LoanRepay
"REMDEMPTION STRUCTURED PRODUCTS Security nr. 9963461 | 9.2% JB JPY DCI VS USD-110.5 | Interest rate: 9.200000% | Nominal amount: 500,000,000.00 | Maturity: 21.08.2017",SpotFxOut
FOREX SPOT USD/JPY 110.1880,SpotFxIn
ADVANCE REFUND Contract nr.: 402-0769754,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0769754 | Interest rate: 0.830000% | Capital: 500,000,000.00 | Period: 31.07.2017 - 21.08.2017 | Days: 21.00 / 360.00",LoanCost
"REMDEMPTION STRUCTURED PRODUCTS Security nr. 9963461 | 9.2% JB JPY DCI VS USD-110.5 | Interest rate: 9.200000% | Nominal amount: 500,000,000.00 | Maturity: 21.08.2017",Sale
ADVANCE OPENING Contract nr.: 402-0778771 | Interest rate: 0.850000% | Maturity: 28.08.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402-0778827 | Interest rate: 0.630000% | Maturity: 18.09.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402-0774534,LoanRepay
"REMDEMPTION STRUCTURED PRODUCTS Security nr. 9963461 | 9.2% JB JPY DCI VS USD-110.5 | Interest rate: 9.200000% | Nominal amount: 500,000,000.00 | Maturity: 21.08.2017",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9962548 | 6.42% JB USD DCI VS JPY-112.5 | Interest rate: 6.420000% | Nominal amount: 4,452,006.91 | Maturity: 21.08.2017",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 9966640 | 1.79% JB USD DCI VS JYP-112.5 | Interest rate: 1.790000% | Nominal amount: 2,668,603.73 | Maturity: 14.09.2017",Purchase
CAP/6.42% JB USD DCI VS JPY-112.5,Distribution
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 1628315 | UNIT FRANKLIN TEMPLETON INV FD SICA | Quantity: 107,000.00",Distribution
ADVANCE OPENING Contract nr.: 402-0778213 | Interest rate: 2.100000% | Maturity: 11.10.2017,LoanCreate
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 4273607 | UNIT FRANKLIN TEMPLETON INV FD SICA | Quantity: 230,000.00",Distribution
ADVANCE REFUND Contract.: 402-0762822,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0762822 | Interest rate: 2.020000% | Capital: 878,536,29 | Period: 17.07.2017-17.08.2017 | Days 31.00 / 360.00",LoanCost
"COUPON PAYMENT STRUCTURED PRODUCTS Security  nr. 36967728 | BK JULIUS BEAR FIXED CUPON NOTE | Interest rate: 14.220000% | Nominal amount: 1,000,000.00 | Maturity 12.09.2017",Distribution
ADVANCE OPENING Contract nr.: 402-0777178 | Interest rate: 2.080000% | Maturity: 18.09.2017,LoanCreate
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 18762448 | UNITS BLACKROCK GLOBAL FUNDS SICAV | Quantity: 100,000.00",Distribution
ADVANCE REFUND Contract nr.: 402-0757528,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0757528 | Interest rate: 2.030000% | Capital: 1,000,000.00 | Period: 05.07.2017-14.08.2017 | Days: 40.00 / 360.00",LoanCost
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 26013077 | Units BLACKROCK GLOBAL FUNDS SICAV | Quantity: 165,00.00",Distribution
"ADVANCE INTEREST Contract nr.: 402-0760310 | Interest rate: 0.610000% | Capital: 500,00.00 | Period: 11.07.2017 - 11.08.2017 | Days: 31.00 / 360",LoanCost
ADVANCE REFUND Contract nr.: 402-0765876,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9961925 | 7.58% JB JPY DCI VS USD-11.5 | Interest rate: 7.580000% | Nominal amount: 500,000,000.00 | Maturity: 10.08.2017",Sale
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 21966706 | UNITS SCHRODER INTL SELECT FD SICAV | Quantity: 10,000.00",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9961925 | 7.58% JB JPY DCI VS USD-11.5 | Interest rate: 7.580000% | Nominal amount: 500,000,000.00 | Maturity: 10.08.2017",SpotFxIn
"ADVANCE INTEREST Contract nr.: 402-0760313 | Inetrest rate: 2.020000% | Capital: 500,000.00 | Period: 11.07.2017-11.08.2017 | Days: 31.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402-0737462,LoanRepay
ADVANCE REFUND Contract nr.: 402-0760313,LoanRepay
ADVANCE OPENING Contract nr.: 402-0775433 | Interest Rate: 2.080000% | Maturity: 12.09.2017,LoanCreate
"REDEMPTION STRUCTURED PRODUCTS Security nr. 36967571 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 9.000000% | Nominal amount: 500,000.00 | Maturity: 05.09.2017",Sale
"ADVANCE INTEREST Contract nr.: 402-0765876 | Interest rate: 2.020000% | Capital: 1,024,020.44 | Period: 21.07.2017-11.08.2017 | Days: 21.00 / 360.00",LoanCost
CAP/7.58% JB JPY DCI VS USD- 111.5,Distribution
"ADVANCE INTEREST Contract nr.: 402-0737462 | Interest rate: 1.980000% | Capital: 10,000,000.00 | Period: 11.05.2017-11.08-2017 | Days: 92.00 / 360",LoanCost
ADVANCE REFUND Contract nr.: 402-0760310,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0760308 | Interest rate: 0.950000% | Capital: 722,190.56 | Period: 10.07.2017-10.08.2017 | Days: 31.00 / 365.00",LoanCost
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 36967571 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 9.000000% | Nominal amount: 500,000.00 | Maturity: 05.09.2017",Distribution
ADVANCE OPENING Contract nr.: 402-0774534 | Interest rate: 0.620000% | Maturity: 21.08.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402-0774526 | Interest  rate: 2.050000% | Maturity: 21.08.2017,LoanCreate
"COUPONG PAYMENT STRUCTURED PRODUCTS Security nr. 36967581 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 18.160000% | Nominal amount: 1,000,000.00 | Maturity: 05.10.2017",Distribution
ADVANCE OPENING Contract nr.: 402-0774507 | Interest rate: 2.130000% | Maturity: 24.10.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402-0774537 | Interest rate 2.080000% | Maturity: 11.09.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402-0760308,LoanRepay
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 18564323 | UNITS NOMURA FUNDS IREAND PLC | Quantity: 7,800.00",Distribution
ADVANCE OPENING Contact nr.: 402-0773798 | Interest rate: 1.040000% | Maturity: 10.11.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402-0754953,LoanRepay
ADVANCE REFUND Contract nr.: 402-0754954,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0754954 | Interest rate: 2.030000% | Capital: 1,000,000.00 | Period: 28.06.2017-07.08.2017 | Days: 40.00 / 360.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402-0754953 | Intereste rate: 1.440000% | Capital: 500,000.00 | Period: 28.06.2017 - 07.08.2017 | Days: 40.00 / 365.00",LoanCost
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 18329908 | UNITS POLAR CAPITAL FUNDS PLC | Quantuty: 240,000.00",Distribution
SpotFX Out -Redemption of 7.23% JB JPY DCI VS USD-112,SpotFxOut
SpotFX Out -Redemption of 8.73% JB JPY DCI VS USD-112.8,SpotFxOut
SpotFX Out -Redemption of 5.78% JB JPY DCI VS USD-112.3,SpotFxOut
SpotFX Out -Redemption of 6.29% JB JPY DCI VS USD-113.5,SpotFxOut
SpotFX Out -Redemption of 5.85% JB JPY DCI VS USD-111.9,SpotFxOut
SpotFX Out -Redemption of 3.73% JB JPY DCI VS USD-113,SpotFxOut
SpotFX Out -Redemption of 1.88% JB JPY DCI VS USD-112.5,SpotFxOut
SpotFX Out -Redemption of 2.48% JB JPY DCI VS USD-112.5,SpotFxOut
SpotFX Out -Redemption of 7.86% JB JPY DCI VS USD-112.3,SpotFxOut
SpotFX Out -Redemption of 6.63% JB JPY DCI VS USD-112.1,SpotFxOut
Redemption of 6.63% JB JPY DCI VS USD-112.1,Sale
Redemption of 3.73% JB JPY DCI VS USD-113,Sale
Redemption of 5.78% JB JPY DCI VS USD-112.3,Sale
Redemption of 7.23% JB JPY DCI VS USD-112,Sale
Redemption of 6.29% JB JPY DCI VS USD-113.5,Sale
Redemption of 1.88% JB JPY DCI VS USD-112.5,Sale
Redemption of 8.73% JB JPY DCI VS USD-112.8,Sale
Redemption of 5.85% JB JPY DCI VS USD-111.9,Sale
Redemption of 7.86% JB JPY DCI VS USD-112.3,Sale
Redemption of 2.48% JB JPY DCI VS USD-112.5,Sale
ADVANCE OPENING Contract nr.: 402 - 0771654 | Interest rate: 2.080000% | Maturity: 05.09.2017,LoanCreate
CAP/7.23% JB JPY DCI VS USD-112,Distribution
ADVANCE REFUND Contract nr.: 402 - 0757410,LoanRepay
"PURCHASE STRUCTURED PRODUCTS Security nr. 9963461 | 9.2% JB JPY DCI VS USD-110.5 | Interest rate: 9.200000% | Nominal amount: 500,000,000.00 | Maturity: 21.08.2017",Purchase
"ADVANCE INTEREST Contract nr.: 402 - 0757410 | Interest rate: 2.020000% | Capital: 499,359.45 | Period: 30.06.2017 - 31.07.2017 | Days: 31.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0769754 | Interest rate: 0.830000% | Maturity: 21.08.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0758266,LoanRepay
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9961203 | 7.23% JB JPY DCI VS USD-112 | Interest rate: 7.230000% | Nominal amount: 250,000,000.00 | Maturity: 31.07.2017",SpotFxIn
"ADVANCE INTEREST Contract nr.: 402 - 0758266 | Interest rate: 2.030000% | Capital: 994,880.79 | Period: 03.07.2017 - 31.07.2017 | Days: 28.00 / 360.00",LoanCost
CAP/8.73% JB JPY DCI VS USD-112.8,Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9963343 | 4.63% JB JPY DCI VS USD-110.6 | Interest rate: 4.630000% | Nominal amount: 400,000,000.00 | Maturity: 22.08.2017",Purchase
CAP/5.78% JB JPY DCI VS USD-112.3,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9961019 | 3.17% JB JPY DCI VS USD-111.7 | Interest rate: 3.170000% | Nominal amount: 400,000,000.00 | Maturity: 28.07.2017",Sale
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9961017 | 5.78% JB JPY DCI VS USD-112.3 | Interest rate: 5.780000% | Nominal amount: 350,000,000.00 | Maturity: 28.07.2017",SpotFxIn
CAP/3.17% JB JPY DCI VS USD-111.7,Distribution
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9961016 | 8.73% JB JPY DCI VS USD-112.8 | Interest rate: 8.730000% | Nominal amount: 300,000,000.00 | Maturity: 28.07.2017",SpotFxIn
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9960748 | 1.88% JB JPY DCI VS USD-112.5 | Interest rate: 1.880000% | Nominal amount: 400,000,000.00 | Maturity: 27.07.2017",SpotFxIn
CAP/5.85% JB JPY DCI VS USD-111.9,Distribution
ADVANCE OPENING Contract nr.: 402 - 0768593 | Interest rate: 2.090000% | Maturity: 15.09.2017,LoanCreate
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9960746 | 3.73% JB JPY DCI VS USD-113 | Interest rate: 3.730000% | Nominal amount: 300,000,000.00 | Maturity: 27.07.2017",SpotFxIn
CAP/6.29% JB JPY DCI VS USD-113.5,Distribution
CAP/3.73% JB JPY DCI VS USD-113,Distribution
ADVANCE OPENING Contract nr.: 402 - 0768592 | Interest rate: 2.090000% | Maturity: 15.09.2017,LoanCreate
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9959592 | 5.85% JB JPY DCI VS USD-111.9 | Interest rate: 5.850000% | Nominal amount: 250,000,000.00 | Maturity: 27.07.2017",SpotFxIn
CAP/1.88% JB JPY DCI VS USD-112.5,Distribution
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9960747 | 6.29% JB JPY DCI VS USD-113.5 | Interest rate: 6.290000% | Nominal amount: 300,000,000.00 | Maturity: 27.07.2017",SpotFxIn
"ADVANCE INTEREST Contract nr.: 402 - 0751638 | Interest rate: 1.980000% | Capital: 1,749,770.17 | Period: 16.06.2017 - 26.07.2017 | Days: 40.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0751638,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0767311 | Interest rate: 2.070000% | Maturity: 28.08.2017,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr. 9962548 | 6.42% JB USD DCI VS JPY-112.5 | Interest rate: 6.420000% | Nominal amount: 4,452,006.91 | Maturity: 21.08.2017",Purchase
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9960523 | 2.48% JB JPY DCI VS USD-112.5 | Interest rate: 2.480000% | Nominal amount: 950,000,000.00 | Maturity: 25.07.2017",SpotFxIn
CAP/2.48% JB JPY DCI VS USD-112.5,Distribution
ADVANCE REFUND Contract nr.: 402 - 0753058,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0753058 | Interest rate: 2.010000% | Capital: 1,022,308.07 | Period: 21.06.2017 - 21.07.2017 | Days: 30.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0765876 | Interest rate: 2.020000% | Maturity: 11.08.2017,LoanCreate
CAP/6.63% JB JPY DCI VS USD-112.1,Distribution
REVERSAL FOREX SPOT JPY/USD 112.1230,SpotFxOut
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9959590 | 7.86% JB JPY DCI VS USD-112.3 | Interest rate: 7.860000% | Nominal amount: 250,000,000.00 | Maturity: 20.07.2017",SpotFxIn
CAP/7.86% JB JPY DCI VS USD-112.3,Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9961925 | 7.58% JB JPY DCI VS USD-111.5 | Interest rate: 7.580000% | Nominal amount: 500,000,000.00 | Maturity: 10.08.2017",Purchase
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 1628315 | UNIT FRANKLIN TEMPLETON INV FD SICA | Quantity: 107,000.00",Distribution
FOREX SPOT USD/JPY 112.1000,SpotFxIn
REVERSAL FOREX SPOT JPY/USD 112.1230,SpotFxIn
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9959591 | 6.63% JB JPY DCI VS USD-112.1 | Interest rate: 6.630000% | Nominal amount: 250,000,000.00 | Maturity: 20.07.2017",SpotFxIn
FOREX SPOT JPY/USD 112.1230,SpotFxIn
FOREX SPOT JPY/USD 112.1230,SpotFxOut
FOREX SPOT USD/JPY 112.1000,SpotFxOut
ADVANCE REFUND Contract nr.: 402 - 0751644,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0751644 | Interest rate: 1.970000% | Capital: 868,650.68 | Period: 19.06.2017 - 19.07.2017 | Days: 30.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0763897 | Interest rate: 2.030000% | Maturity: 21.08.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0751640,LoanRepay
CAP/3.05% JB JPY DCI VS USD-111.1,Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9961203 | 7.23% JB JPY DCI VS USD-112 | Interest rate: 7.230000% | Nominal amount: 250,000,000.00 | Maturity: 31.07.2017",Purchase
"ADVANCE INTEREST Contract nr.: 402 - 0751640 | Interest rate: 1.970000% | Capital: 878,536.29 | Period: 16.06.2017 - 17.07.2017 | Days: 31.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9958935 | 3.05% JB JPY DCI VS USD-111.1 | Interest rate: 3.050000% | Nominal amount: 250,000,000.00 | Maturity: 18.07.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9958642 | 9.03% JB JPY DCI VS USD-111.85 | Interest rate: 9.030000% | Nominal amount: 500,000,000.00 | Maturity: 14.07.2017",Sale
CAP/7% JB JPY DCI VS USD-110.5,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9957585 | 7% JB JPY DCI VS USD-110.5 | Interest rate: 7.000000% | Nominal amount: 550,000,000.00 | Maturity: 14.07.2017",Sale
CAP/9.03% JB JPY DCI VS USD-111.85,Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9961016 | 8.73% JB JPY DCI VS USD-112.8 | Interest rate: 8.730000% | Nominal amount: 300,000,000.00 | Maturity: 28.07.2017",Purchase
ADVANCE OPENING Contract nr.: 402 - 0762822 | Interest rate: 2.020000% | Maturity: 17.08.2017,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr. 9961017 | 5.78% JB JPY DCI VS USD-112.3 | Interest rate: 5.780000% | Nominal amount: 350,000,000.00 | Maturity: 28.07.2017",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9961019 | 3.17% JB JPY DCI VS USD-111.7 | Interest rate: 3.170000% | Nominal amount: 400,000,000.00 | Maturity: 28.07.2017",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9960748 | 1.88% JB JPY DCI VS USD-112.5 | Interest rate: 1.880000% | Nominal amount: 400,000,000.00 | Maturity: 27.07.2017",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9957247 | 3.73% JB JPY DCI VS USD-110.2 | Interest rate: 3.730000% | Nominal amount: 500,000,000.00 | Maturity: 13.07.2017",Sale
CAP/4.95% JB JPY DCI VS USD-110.5,Distribution
CAP/3.73% JB JPY DCI VS USD-110.2,Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9960747 | 6.29% JB JPY DCI VS USD-113.5 | Interest rate: 6.290000% | Nominal amount: 300,000,000.00 | Maturity: 27.07.2017",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9960746 | 3.73% JB JPY DCI VS USD-113 | Interest rate: 3.730000% | Nominal amount: 300,000,000.00 | Maturity: 27.07.2017",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9957248 | 4.95% JB JPY DCI VS USD-110.5 | Interest rate: 4.950000% | Nominal amount: 500,000,000.00 | Maturity: 13.07.2017",Sale
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 18762448 | UNITS BLACKROCK GLOBAL FUNDS SICAV | Quantity: 100,000.00",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9955484 | 7.32% JB JPY DCI VS USD-109 | Interest rate: 7.320000% | Nominal amount: 452,003,765.00 | Maturity: 12.07.2017",Sale
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 21966706 | UNITS SCHRODER INTL SELECT FD SICAV | Quantity: 10,000.00",Distribution
CAP/7.32% JB JPY DCI VS USD-109,Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9960523 | 2.48% JB JPY DCI VS USD-112.5 | Interest rate: 2.480000% | Nominal amount: 950,000,000.00 | Maturity: 25.07.2017",Purchase
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 18564323 | UNITS NOMURA FUNDS IRELAND PLC | Quantity: 7,800.00",Distribution
CAP/8.11% JB USD DCI VS JPY-111.8,Distribution
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9958063 | 8.11% JB USD DCI VS JPY-111.8 | Interest rate: 8.110000% | Nominal amount: 4,493,552.56 | Maturity: 11.07.2017",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9958063 | 8.11% JB USD DCI VS JPY-111.8 | Interest rate: 8.110000% | Nominal amount: 4,493,552.56 | Maturity: 11.07.2017",Sale
"SpotFX Out - REDEMPTION STRUCTURED PRODUCTS Security nr. 9958063 | 8.11% JB USD DCI VS JPY-111.8 | Interest rate: 8.110000% | Nominal amount: 4,493,552.56 | Maturity: 11.07.2017",SpotFxOut
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9958063 | 8.11% JB USD DCI VS JPY-111.8 | Interest rate: 8.110000% | Nominal amount: 4,493,552.56 | Maturity: 11.07.2017",SpotFxIn
ADVANCE OPENING Contract nr.: 402 - 0760313 | Interest rate: 2.020000% | Maturity: 11.08.2017,LoanCreate
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9956054 | 1.31% JB USD DCI VS JPY-112.3 | Interest rate: 1.310000% | Nominal amount: 4,458,911.11 | Maturity: 06.07.2017",Sale
"SpotFX Out - REDEMPTION STRUCTURED PRODUCTS Security nr. 9956054 | 1.31% JB USD DCI VS JPY-112.3 | Interest rate: 1.310000% | Nominal amount: 4,458,911.11 | Maturity: 06.07.2017",SpotFxOut
"PURCHASE STRUCTURED PRODUCTS Security nr. 9959590 | 7.86% JB JPY DCI VS USD-112.3 | Interest rate: 7.860000% | Nominal amount: 250,000,000.00 | Maturity: 20.07.2017",Purchase
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9956054 | 1.31% JB USD DCI VS JPY-112.3 | Interest rate: 1.310000% | Nominal amount: 4,458,911.11 | Maturity: 06.07.2017",Distribution
"SpotFX In - REDEMPTION STRUCTURED PRODUCTS Security nr. 9956054 | 1.31% JB USD DCI VS JPY-112.3 | Interest rate: 1.310000% | Nominal amount: 4,458,911.11 | Maturity: 06.07.2017",SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security nr. 9959591 | 6.63% JB JPY DCI VS USD-112.1 | Interest rate: 6.630000% | Nominal amount: 250,000,000.00 | Maturity: 20.07.2017",Purchase
CAP/1.31% JB USD DCI VS JPY-112.3,Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9959592 | 5.85% JB JPY DCI VS USD-111.9 | Interest rate: 5.850000% | Nominal amount: 250,000,000.00 | Maturity: 27.07.2017",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 36465188 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 12.160000% | Nominal amount: 500,000.00 | Maturity: 30.08.2017",Sale
ADVANCE REFUND Contract nr.: 402 - 0757418,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0758259 | Interest rate: 0.610000% | Capital: 501,462.34 | Period: 30.06.2017 - 31.07.2017 | Days: 31.00 / 360.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402 - 0758494 | Interest rate: 0.960000% | Capital: 1,345,657.03 | Period: 05.07.2017 - 31.07.2017 | Days: 26.00 / 365.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402 - 0757418 | Interest rate: 0.610000% | Capital: 964,128.13 | Period: 30.06.2017 - 31.07.2017 | Days: 31.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0758494,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0756633 | Interest rate: 0.950000% | Capital: 681,236.35 | Period: 29.06.2017 - 31.07.2017 | Days: 32.00 / 365.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0758259,LoanRepay
ADVANCE REFUND Contract nr.: 402 - 0756633,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0768676 | Interest rate: 1.010000% | Maturity: 15.09.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0768596 | Interest rate: 0.610000% | Maturity: 25.09.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0768586 | Interest rate: 0.610000% | Maturity: 25.09.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0768570 | Interest rate: 0.610000% | Maturity: 25.09.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0768577 | Interest rate: 0.610000% | Maturity: 25.09.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0754188 | Interest rate: 0.950000% | Capital: 338,461.23 | Period: 26.06.2017 - 26.07.2017 | Days: 30.00 / 365.00",LoanCost
"SUBSCRIPTION INVESTMENT FUND Security nr. 4273607 | UNIT FRANKLIN TEMPLETON INV FD SICA | Quantity: 230,000.00",Purchase
"SUBSCRIPTION INVESTMENT FUND Security nr. 26013077 | UNITS BLACKROCK GLOBAL FUNDS SICAV | Quantity: 165,000.00",Purchase
ADVANCE REFUND Contract nr.: 402 - 0754188,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0767305 | Interest rate: 1.000000% | Maturity: 29.08.2017,LoanCreate
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 36295732 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 9.000000% | Nominal amount: 1,000,000.00 | Maturity: 21.08.2017",Distribution
"ADVANCE INTEREST Contract nr.: 402 - 0750770 | Interest rate: 1.410000% | Capital: 1,001,488.77 | Period: 19.06.2017 - 19.07.2017 | Days: 30.00 / 365.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0750770,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0763885 | Interest rate: 1.650000% | Maturity: 21.08.2017,LoanCreate
